"PROCEDIMENTO","RN  (alteração)","VIGÊNCIA","OD","AMB","HCO","HSO","REF","PAC","DUT","SUBGRUPO","GRUPO","CAPÍTULO"
"APLICAÇÃO DE SELANTE (COM DIRETRIZ DE UTILIZAÇÃO)","","","OD","","","","","","80","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"APLICAÇÃO TÓPICA DE FLÚOR","","","OD","","","","","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"APLICAÇÃO TÓPICA DE VERNIZ FLUORETADO","","","OD","","","","","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"PROCEDIMENTO","RN  (alteração)","VIGÊNCIA","OD","AMB","HCO","HSO","REF","PAC","DUT","SUBGRUPO","GRUPO","CAPÍTULO"
"BETATERAPIA","","","","AMB","HCO","HSO","REF","PAC","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"CARDIOVERSÃO QUÍMICA DE ARRITMIA PAROXÍSTA","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"CATETERISMO VESICAL","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"CERUMEN - REMOÇÃO","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"CRIOTERAPIA","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"CURATIVOS EM GERAL COM OU SEM ANESTESIA","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"DILATAÇÃO URETRAL","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"DESSENSIBILIZAÇÃO DENTÁRIA","","","OD","","","","","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"ESTIMULAÇÃO ELÉTRICA TRANSCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO)","","","","AMB","HCO","HSO","REF","","24","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"FOTOTERAPIA COM UVA (PUVA) PARA TRATAMENTO DE PSORÍASE OU VITILIGO","","","","AMB","","","REF","PAC","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"INSTILAÇÃO VESICAL OU URETRAL","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"LESÕES MÚSCULO TENDINOSAS - TRATAMENTO INCRUENTO","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO INESPECÍFICA","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO-ESPECÍFICA","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"PRIAPISMO - TRATAMENTO NÃO CIRÚRGICO","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"PULSOTERAPIA","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"OXIGENOTERAPIA HIPERBÁRICA (COM DIRETRIZ DE UTILIZAÇÃO)","","","","","HCO","HSO","REF","PAC","58","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"REDUÇÃO DE LUXAÇÃO DA ATM (COM DIRETRIZ DE UTILIZAÇÃO)","","","OD","AMB","HCO","HSO","REF","","96","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"REMINERALIZAÇÃO DENTÁRIA","","","OD","","","","","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"PROCEDIMENTO","RN  (alteração)","VIGÊNCIA","OD","AMB","HCO","HSO","REF","PAC","DUT","SUBGRUPO","GRUPO","CAPÍTULO"
"SESSÃO DE ACUPUNTURA","","","","AMB","","","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA AVANÇADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DE  UTILIZAÇÃO)","571/2023","10/02/2023","","","HCO","HSO","REF","PAC","159","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA PARA DOENÇA DE FABRY CLÁSSICA (COM DIRETRIZ DE UTILIZAÇÃO)","581/2023 599/2024","12/07/2023 05/03/2024","","AMB","HCO","HSO","REF","PAC","161","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZ  DE UTILIZAÇÃO)","538/2022","22/10/2022","","","HCO","HSO","REF","PAC","153","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DE  UTILIZAÇÃO)","","","","AMB","HCO","HSO","REF","PAC","65","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA IMUNOPROFILÁTICA PARA O VÍRUS SINCICIAL RESPIRATÓRIO (VSR) (COM DIRETRIZ DE UTILIZAÇÃO)","465/2021 624/2024","01/04/2021 03/02/2025","","AMB","HCO","HSO","REF","","124","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA INALATÓRIA (NEBULIZAÇÃO)","","","","AMB","HCO","HSO","REF","","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO (COM DIRETRIZ DE UTILIZAÇÃO)","592/2023","18/12/2023","","AMB","HCO","HSO","REF","PAC","163","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA MEDICAMENTOSA INJETÁVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO)","546/2022","03/10/2022","","AMB","HCO","HSO","REF","","158","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA ONCOLÓGICA - PLANEJAMENTO","","","","AMB","HCO","HSO","REF","PAC","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL","","","","","HCO","HSO","REF","PAC","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS","","","","AMB","HCO","HSO","REF","PAC","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA","","","","","HCO","HSO","REF","PAC","","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO)","","","","AMB","HCO","HSO","REF","","148","TERAPÊUTICA","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"APÊNDICE PRÉ-AURICULAR - RESSECÇÃO","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"APLICAÇÃO DE CONTRACEPTIVO HORMONAL INJETÁVEL (COM DIRETRIZ DE UTILIZAÇÃO)","538/2022","22/10/2022","","AMB","","","REF","","154","PROCEDIMENTOS","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"IMPLANTE SUBDÉRMICO HORMONAL PARA CONTRACEPÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)","619/2024","02/01/2025","","AMB","","","REF","","170","PROCEDIMENTOS","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES","PROCEDIMENTOS CLÍNICOS AMBULATORIAIS  E HOSPITALARES"
"AUTONOMIZAÇÃO DE RETALHO","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"BIÓPSIA DE FACE","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PROCEDIMENTO","RN  (alteração)","VIGÊNCIA","OD","AMB","HCO","HSO","REF","PAC","DUT","SUBGRUPO","GRUPO","CAPÍTULO"
"BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL,  UNHA, ETC","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CANTOPLASTIA UNGUEAL","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CAUTERIZAÇÃO QUÍMICA","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CIRURGIA DA HIDROSADENITE","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM O  EMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CURATIVO DE QUEIMADURAS","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CURATIVO ESPECIAL SOB ANESTESIA","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÇÃO)","","","","","HCO","HSO","REF","","18","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"DESBRIDAMENTO CIRÚRGICO","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ENXERTO DE PELE MÚLTIPLO","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ENXERTO OU HOMOENXERTO DE PELE","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ESCALPO - TRATAMENTO CIRÚRGICO","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"ESCAROTOMIA DESCOMPRESSIVA","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PROCEDIMENTO","RN  (alteração)","VIGÊNCIA","OD","AMB","HCO","HSO","REF","PAC","DUT","SUBGRUPO","GRUPO","CAPÍTULO"
"EXÉRESE DE HIGROMA CÍSTICO","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXÉRESE DE LESÃO COM AUTO-ENXERTIA","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXÉRESE DE LESÃO DE PELE E MUCOSAS","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXÉRESE DE TUMOR DE PARTES MOLES","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXÉRESE DE UNHA","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXÉRESE E SUTURA DE LESÕES COM OU SEM ROTAÇÃO DE RETALHOS","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXPANSÃO TISSULAR","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E EMPREGO DE RETALHOS CUTÂNEOS OU  MUSCULARES CRUZADOS","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHO FASCIOCUTÂNEO  OU AXIAL","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO","","","","","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃO E/OU PANARÍCIO","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"MATRICECTOMIA","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÇÃO)","","","","AMB","HCO","HSO","REF","","51","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
"PLÁSTICA EM Z OU W","","","","AMB","HCO","HSO","REF","","","PROCEDIMENTOS","PELE E TECIDO CELULAR SUBCUTÂNEO,  MUCOSAS E ANEXOS","PROCEDIMENTOS CIRÚRGICOS E INVASIVOS"
